date,Lev_Agg,Agg_Factor,GIV_PCA_Factor,Cumulative_GIV_PCA
2021-12-31,18.543559,,,
2022-01-03,18.197117,-0.339403,0.000954,0.000954
2022-01-04,17.664035,-0.526070,-0.074256,-0.073302
2022-01-05,17.767756,0.110690,-0.010241,-0.083543
2022-01-06,17.580220,-0.180559,-0.007298,-0.090841
2022-01-07,17.351202,-0.222055,-0.032463,-0.123304
2022-01-10,17.309818,-0.034440,-0.045922,-0.169226
2022-01-11,17.186586,-0.116292,0.007209,-0.162017
2022-01-12,17.189621,0.009966,-0.013416,-0.175433
2022-01-13,17.150996,-0.031694,-0.059794,-0.235227
2022-01-14,17.397515,0.253447,0.027030,-0.208197
2022-01-18,17.770007,0.379439,0.008694,-0.199504
2022-01-19,17.906531,0.143502,-0.057308,-0.256812
2022-01-20,17.950978,0.051436,0.022978,-0.233834
2022-01-21,18.187737,0.243750,-0.020445,-0.254279
2022-01-24,18.316252,0.135527,0.037118,-0.217161
2022-01-25,18.174917,-0.134314,-0.051086,-0.268247
2022-01-26,18.023038,-0.144869,-0.007329,-0.275576
2022-01-27,18.025544,0.009504,-0.058621,-0.334197
2022-01-28,17.939203,-0.079343,0.023201,-0.310996
2022-01-31,17.870463,-0.061749,-0.009317,-0.320312
2022-02-01,17.571199,-0.292278,0.006996,-0.313316
2022-02-02,17.542211,-0.022026,0.014323,-0.298994
2022-02-03,17.646882,0.111630,-0.025835,-0.324829
2022-02-04,17.388525,-0.251389,-0.007030,-0.331859
2022-02-07,17.235437,-0.146141,-0.028671,-0.360530
2022-02-08,16.982235,-0.246267,0.011099,-0.349431
2022-02-09,16.915900,-0.059421,0.005688,-0.343743
2022-02-10,16.945707,0.036716,-0.015120,-0.358863
2022-02-11,17.080582,0.141787,-0.045118,-0.403981
2022-02-14,17.280178,0.206518,-0.004119,-0.408100
2022-02-15,17.230152,-0.043087,0.063380,-0.344720
2022-02-16,17.246173,0.022955,-0.012435,-0.357155
2022-02-17,17.655289,0.416051,-0.044585,-0.401740
2022-02-18,17.718276,0.069955,-0.026147,-0.427887
2022-02-22,17.814441,0.103138,-0.033527,-0.461414
2022-02-23,18.030803,0.223344,-0.054676,-0.516090
2022-02-24,18.572576,0.548771,0.076112,-0.439978
2022-02-25,18.157311,-0.408223,-0.002807,-0.442785
2022-02-28,18.558449,0.408147,-0.038155,-0.480940
2022-03-01,19.176871,0.625463,-0.044119,-0.525060
2022-03-02,18.937624,-0.232155,0.031360,-0.493700
2022-03-03,19.072166,0.141614,0.043718,-0.449982
2022-03-04,19.562124,0.497040,-0.003150,-0.453133
2022-03-07,20.176727,0.621725,0.010143,-0.442990
2022-03-08,20.204474,0.034918,0.010428,-0.432561
2022-03-09,19.530494,-0.666807,0.047736,-0.384825
2022-03-10,19.637183,0.113809,-0.024916,-0.409741
2022-03-11,19.721063,0.091008,-0.037425,-0.447166
2022-03-14,19.458865,-0.255063,0.001880,-0.445286
2022-03-15,19.386447,-0.065305,0.085508,-0.359778
2022-03-16,18.853346,-0.525993,0.024560,-0.335218
2022-03-17,18.630021,-0.216260,-0.087128,-0.422345
2022-03-18,18.633196,0.010222,0.025455,-0.396890
2022-03-21,18.671625,0.045476,0.002291,-0.394599
2022-03-22,18.298741,-0.365834,-0.055849,-0.450448
2022-03-23,18.576190,0.284469,0.007784,-0.442664
2022-03-24,18.542173,-0.026974,-0.021552,-0.464216
2022-03-25,18.390588,-0.144545,-0.007950,-0.472166
2022-03-28,18.477739,0.094178,0.008261,-0.463904
2022-03-29,18.357630,-0.113074,0.052671,-0.411233
2022-03-30,18.537825,0.187220,-0.053806,-0.465039
2022-03-31,19.383021,0.852235,-0.122902,-0.587942
2022-04-01,19.399085,0.023171,-0.001954,-0.589896
2022-04-04,19.341941,-0.050035,0.017827,-0.572068
2022-04-05,19.551510,0.216673,-0.033303,-0.605371
2022-04-06,19.767734,0.223345,-0.022251,-0.627622
2022-04-07,19.896256,0.135660,0.003970,-0.623653
2022-04-08,19.674528,-0.214579,0.000221,-0.623432
2022-04-11,19.642552,-0.024846,-0.015593,-0.639025
2022-04-12,19.850010,0.214587,0.034037,-0.604988
2022-04-13,19.969803,0.126937,0.027344,-0.577643
2022-04-14,20.130204,0.167555,-0.057918,-0.635562
2022-04-18,19.879013,-0.244023,-0.033217,-0.668778
2022-04-19,19.628244,-0.243622,0.001008,-0.667770
2022-04-20,19.426827,-0.194290,-0.004055,-0.671826
2022-04-21,19.595933,0.176217,-0.016239,-0.688064
2022-04-22,20.097325,0.508517,-0.027140,-0.715204
2022-04-25,20.286108,0.195948,0.066890,-0.648315
2022-04-26,20.729857,0.450929,0.048088,-0.600227
2022-04-27,20.829532,0.106890,-0.059518,-0.659745
2022-04-28,20.482987,-0.339321,-0.033824,-0.693569
2022-04-29,20.791593,0.315802,-0.027118,-0.720687
2022-05-02,20.796320,0.011947,-0.020855,-0.741542
2022-05-03,20.466233,-0.322866,-0.005804,-0.747346
2022-05-04,20.053065,-0.405973,0.001689,-0.745657
2022-05-05,20.439266,0.393362,0.016515,-0.729141
2022-05-06,20.470885,0.038812,-0.018104,-0.747246
2022-05-09,20.804220,0.340530,0.027315,-0.719931
2022-05-10,21.057639,0.260640,0.023434,-0.696497
2022-05-11,21.147566,0.097170,-0.024993,-0.721490
2022-05-12,21.338406,0.198089,0.076006,-0.645484
2022-05-13,21.064086,-0.267055,-0.002257,-0.647741
2022-05-16,21.163191,0.106347,-0.013579,-0.661320
2022-05-17,20.712597,-0.443343,-0.002077,-0.663397
2022-05-18,21.046247,0.340864,-0.010039,-0.673436
2022-05-19,21.180780,0.141774,0.025747,-0.647689
2022-05-20,21.214790,0.041263,-0.010768,-0.658457
2022-05-23,20.577137,-0.630399,-0.014400,-0.672857
2022-05-24,20.521852,-0.048081,-0.084249,-0.757106
2022-05-25,20.424911,-0.089742,0.007550,-0.749556
2022-05-26,20.109435,-0.308285,0.010942,-0.738614
2022-05-27,19.921761,-0.180508,0.003186,-0.735428
2022-05-31,19.858898,-0.055712,0.010219,-0.725209
2022-06-01,20.013543,0.161790,-0.006282,-0.731491
2022-06-02,19.901538,-0.104847,0.033638,-0.697854
2022-06-03,20.090648,0.196259,-0.020999,-0.718853
2022-06-06,20.012460,-0.071023,-0.009704,-0.728557
2022-06-07,19.944019,-0.061282,0.045594,-0.682963
2022-06-08,20.202250,0.265383,-0.031393,-0.714357
2022-06-09,20.580873,0.385796,-0.013576,-0.727933
2022-06-10,21.268248,0.694580,-0.028328,-0.756260
2022-06-13,21.680746,0.419757,-0.053062,-0.809322
2022-06-14,21.810592,0.137139,-0.029660,-0.838982
2022-06-15,21.507496,-0.295793,0.005466,-0.833516
2022-06-16,21.886372,0.386153,0.003289,-0.830227
2022-06-17,21.967501,0.088439,-0.008243,-0.838470
2022-06-21,21.429147,-0.531039,-0.047238,-0.885708
2022-06-22,21.550061,0.128186,0.032751,-0.852957
2022-06-23,21.826327,0.283547,0.004454,-0.848503
2022-06-24,21.380241,-0.438782,0.047379,-0.801124
2022-06-27,21.387747,0.014775,-0.025069,-0.826194
2022-06-28,21.352664,-0.027814,-0.031850,-0.858044
2022-06-29,21.405658,0.060260,-0.014755,-0.872799
2022-06-30,21.822718,0.424330,0.081181,-0.791618
2022-07-01,21.706907,-0.108507,0.017113,-0.774505
2022-07-05,21.833777,0.134164,0.016393,-0.758111
2022-07-06,22.031206,0.204734,0.013800,-0.744312
2022-07-07,21.877747,-0.146139,0.109235,-0.635076
2022-07-08,21.883704,0.013266,0.034496,-0.600581
2022-07-11,22.052644,0.176248,0.003953,-0.596628
2022-07-12,22.074425,0.029104,0.002231,-0.594397
2022-07-13,22.336641,0.269539,0.002186,-0.592211
2022-07-14,22.873598,0.544302,0.029676,-0.562535
2022-07-15,22.192742,-0.673468,0.069430,-0.493105
2022-07-18,22.053246,-0.132162,-0.049741,-0.542846
2022-07-19,21.545716,-0.500208,0.042202,-0.500644
2022-07-20,21.525554,-0.012881,-0.001389,-0.502034
2022-07-21,21.389867,-0.128407,0.006211,-0.495823
2022-07-22,21.521824,0.139226,-0.001371,-0.497194
2022-07-25,21.400225,-0.114320,-0.025043,-0.522238
2022-07-26,21.700448,0.307494,-0.044419,-0.566657
2022-07-27,21.432667,-0.260488,0.007670,-0.558987
2022-07-28,21.505215,0.079820,0.080253,-0.478734
2022-07-29,21.355091,-0.142846,0.025302,-0.453431
2022-08-01,21.358637,0.010812,-0.090666,-0.544097
2022-08-02,21.685500,0.334130,0.041899,-0.502198
2022-08-03,21.400584,-0.277624,0.028407,-0.473791
2022-08-04,21.481076,0.087762,-0.016796,-0.490587
2022-08-05,21.284424,-0.189376,-0.022532,-0.513119
2022-08-08,21.310540,0.033377,-0.012903,-0.526021
2022-08-09,21.250536,-0.052742,-0.030293,-0.556314
2022-08-10,20.898117,-0.345162,0.043167,-0.513147
2022-08-11,20.703219,-0.187669,-0.011962,-0.525109
2022-08-12,20.482950,-0.213055,0.009884,-0.515225
2022-08-15,20.476576,0.000822,0.008987,-0.506238
2022-08-16,20.390786,-0.078595,0.011454,-0.494784
2022-08-17,20.454031,0.070433,-0.007380,-0.502164
2022-08-18,20.499589,0.052752,0.033897,-0.468267
2022-08-19,20.768617,0.276225,-0.018162,-0.486429
2022-08-22,21.015799,0.254401,-0.034904,-0.521333
2022-08-23,21.124392,0.115831,0.041289,-0.480044
2022-08-24,21.169470,0.052326,0.024659,-0.455384
2022-08-25,20.870057,-0.292162,-0.027169,-0.482554
2022-08-26,21.271546,0.408716,-0.039848,-0.522401
2022-08-29,21.323590,0.059303,-0.001361,-0.523762
2022-08-30,21.316679,0.000353,-0.003284,-0.527046
2022-08-31,21.414027,0.104611,-0.010783,-0.537829
2022-09-01,21.453314,0.046557,0.008041,-0.529788
2022-09-02,21.377100,-0.068940,0.001668,-0.528120
2022-09-06,21.532881,0.163049,-0.001249,-0.529369
2022-09-07,21.310845,-0.214756,0.059802,-0.469567
2022-09-08,20.938038,-0.365544,0.059842,-0.409725
2022-09-09,20.735475,-0.195331,0.012665,-0.397060
2022-09-12,20.569441,-0.158817,0.021002,-0.376058
2022-09-13,21.066433,0.504195,0.022382,-0.353676
2022-09-14,21.105837,0.046647,0.049297,-0.304378
2022-09-15,20.899474,-0.199117,0.005538,-0.298840
2022-09-16,21.024454,0.132210,-0.023742,-0.322583
2022-09-19,20.903153,-0.114062,0.006870,-0.315713
2022-09-20,21.102106,0.206183,-0.033207,-0.348919
2022-09-21,21.451506,0.356646,0.039491,-0.309428
2022-09-22,21.674106,0.229874,-0.001449,-0.310877
2022-09-23,22.121530,0.454716,-0.058536,-0.369413
2022-09-26,22.402299,0.288096,0.061358,-0.308054
2022-09-27,22.580012,0.185064,0.004685,-0.303370
2022-09-28,22.411906,-0.160741,0.095297,-0.208072
2022-09-29,22.754780,0.350225,0.065755,-0.142318
2022-09-30,23.045238,0.297836,-0.021835,-0.164153
2022-10-03,22.694429,-0.343407,0.066944,-0.097209
2022-10-04,21.938997,-0.748058,0.027279,-0.069929
2022-10-05,22.124174,0.192489,-0.053711,-0.123640
2022-10-06,22.467365,0.350519,-0.019750,-0.143389
2022-10-07,22.790742,0.330732,0.003218,-0.140172
2022-10-10,22.906430,0.123070,0.021508,-0.118663
2022-10-11,23.364243,0.465203,0.052898,-0.065765
2022-10-12,23.329371,-0.027444,0.000329,-0.065436
2022-10-13,22.560781,-0.761165,0.014638,-0.050797
2022-10-14,22.546483,-0.006935,-0.049825,-0.100622
2022-10-17,21.991130,-0.547992,-0.044607,-0.145229
2022-10-18,21.639740,-0.344072,-0.018072,-0.163300
2022-10-19,21.897794,0.265343,-0.000602,-0.163902
2022-10-20,21.908781,0.018297,-0.033105,-0.197007
2022-10-21,21.363691,-0.537779,0.010506,-0.186501
2022-10-24,21.339646,-0.016778,0.074949,-0.111552
2022-10-25,21.218466,-0.113915,0.122490,0.010938
2022-10-26,21.201925,-0.009285,0.006052,0.016990
2022-10-27,21.235106,0.040435,-0.023161,-0.006171
2022-10-28,21.076497,-0.151353,0.074555,0.068384
2022-10-31,21.193721,0.124468,0.031786,0.100170
2022-11-01,20.941300,-0.245168,-0.045293,0.054878
2022-11-02,21.009952,0.075884,-0.007734,0.047144
2022-11-03,21.096050,0.093337,0.063117,0.110261
2022-11-04,20.615686,-0.473118,-0.074600,0.035661
2022-11-07,20.537162,-0.071318,-0.001348,0.034313
2022-11-08,20.515757,-0.014204,-0.011902,0.022411
2022-11-09,20.737920,0.229361,-0.015386,0.007024
2022-11-10,20.139101,-0.591602,0.074820,0.081844
2022-11-11,20.075020,-0.056913,-0.036369,0.045475
2022-11-14,20.275465,0.207608,-0.042014,0.003461
2022-11-15,20.206352,-0.061933,-0.003524,-0.000063
2022-11-16,20.350855,0.151676,0.038104,0.038040
2022-11-17,20.393169,0.049500,-0.030269,0.007771
2022-11-18,20.292899,-0.093082,0.055946,0.063718
2022-11-21,20.257111,-0.028607,-0.012693,0.051025
2022-11-22,20.019947,-0.229987,-0.018902,0.032123
2022-11-23,19.978774,-0.034014,-0.010488,0.021635
2022-11-25,19.893672,-0.077947,-0.035026,-0.013392
2022-11-28,20.181202,0.294679,0.009663,-0.003729
2022-11-29,19.943399,-0.230632,-0.106325,-0.110054
2022-11-30,19.770728,-0.165518,0.029162,-0.080892
2022-12-01,20.030657,0.267067,0.066048,-0.014844
2022-12-02,20.260181,0.236684,0.019537,0.004693
2022-12-05,20.638288,0.385285,-0.027988,-0.023295
2022-12-06,20.817280,0.186201,-0.032581,-0.055877
2022-12-07,20.908141,0.098083,0.106013,0.050137
2022-12-08,20.870981,-0.029930,-0.047976,0.002161
2022-12-09,20.815722,-0.048032,-0.016063,-0.013902
2022-12-12,20.677171,-0.131328,0.017120,0.003218
2022-12-13,20.620079,-0.049880,0.008522,0.011740
2022-12-14,20.838341,0.225468,-0.026608,-0.014868
2022-12-15,21.177705,0.346589,-0.007146,-0.022014
2022-12-16,21.201766,0.031313,0.005139,-0.016875
2022-12-19,21.158143,-0.036370,-0.010862,-0.027737
2022-12-20,21.014131,-0.136761,-0.007344,-0.035081
2022-12-21,20.802312,-0.204580,-0.003166,-0.038247
2022-12-22,20.874223,0.079132,-0.025525,-0.063772
2022-12-23,20.797378,-0.069617,0.001958,-0.061814
2022-12-27,20.790835,0.000678,0.005751,-0.056064
2022-12-28,20.693622,-0.089992,-0.076885,-0.132949
2022-12-29,20.601039,-0.085370,0.019117,-0.113832
2022-12-30,20.632527,0.038693,-0.015905,-0.129737
2023-01-03,20.648510,0.023192,0.248781,0.119044
2023-01-04,20.292526,-0.348775,-0.048341,0.070703
2023-01-05,20.364261,0.078915,-0.071089,-0.000385
2023-01-06,20.133103,-0.223971,0.014627,0.014241
2023-01-09,20.207230,0.081295,0.019505,0.033746
2023-01-10,20.134246,-0.065810,0.008592,0.042338
2023-01-11,19.981868,-0.145211,-0.000707,0.041631
2023-01-12,19.789497,-0.185215,-0.008683,0.032949
2023-01-13,19.522810,-0.259547,-0.028715,0.004234
2023-01-17,19.607002,0.091310,-0.002788,0.001446
2023-01-18,19.818334,0.218458,-0.014609,-0.013163
2023-01-19,20.040814,0.229623,0.015520,0.002357
2023-01-20,19.842158,-0.191496,-0.010420,-0.008063
2023-01-23,19.648086,-0.186927,0.024983,0.016920
2023-01-24,19.579977,-0.060981,0.008965,0.025885
2023-01-25,19.511383,-0.061471,-0.003240,0.022645
2023-01-26,19.354399,-0.149866,-0.005020,0.017624
2023-01-27,19.272774,-0.074520,-0.003899,0.013726
2023-01-30,19.338858,0.073183,0.031649,0.045375
2023-01-31,19.286320,-0.045434,0.040156,0.085531
2023-02-01,19.216901,-0.062319,0.015291,0.100822
2023-02-02,19.270893,0.061086,-0.008718,0.092104
2023-02-03,19.157185,-0.106609,0.009998,0.102101
2023-02-06,19.170632,0.020536,0.026719,0.128820
2023-02-07,18.965238,-0.198304,-0.008294,0.120526
2023-02-08,18.963555,0.005392,0.010005,0.130531
2023-02-09,19.106727,0.150245,0.009908,0.140439
2023-02-10,19.120685,0.021043,0.027464,0.167903
2023-02-13,18.987225,-0.126374,0.017724,0.185627
2023-02-14,18.942772,-0.037377,0.003415,0.189042
2023-02-15,18.938527,0.002827,0.056381,0.245423
2023-02-16,18.999366,0.067911,-0.004684,0.240739
2023-02-17,18.980115,-0.012174,-0.011450,0.229289
2023-02-21,19.162870,0.189830,-0.061605,0.167684
2023-02-22,19.293470,0.137689,0.004674,0.172358
2023-02-23,19.241602,-0.044768,0.010791,0.183148
2023-02-24,19.233718,-0.000788,0.010443,0.193592
2023-02-27,19.158964,-0.067659,0.043600,0.237192
2023-02-28,19.132606,-0.019268,0.012355,0.249547
2023-03-01,19.187077,0.061558,-0.056488,0.193058
2023-03-02,19.322973,0.142987,0.018760,0.211818
2023-03-03,19.036812,-0.279058,0.028939,0.240757
2023-03-06,19.035433,0.005701,-0.016784,0.223973
2023-03-07,19.357837,0.329483,-0.038743,0.185230
2023-03-08,19.391300,0.040568,0.027369,0.212600
2023-03-09,19.962914,0.578723,0.041379,0.253979
2023-03-10,20.311267,0.355507,0.010935,0.264914
2023-03-13,21.048663,0.744579,-0.083235,0.181679
2023-03-14,20.875313,-0.166109,0.029541,0.211220
2023-03-15,21.422049,0.553963,-0.052975,0.158244
2023-03-16,21.225765,-0.189012,-0.034921,0.123323
2023-03-17,21.734594,0.516084,-0.025074,0.098249
2023-03-20,21.693902,-0.033395,0.039465,0.137713
2023-03-21,21.242530,-0.444078,0.074595,0.212309
2023-03-22,21.477752,0.242478,-0.064762,0.147547
2023-03-23,21.733562,0.263086,-0.018672,0.128875
2023-03-24,21.999546,0.273281,0.038542,0.167417
2023-03-27,21.615573,-0.376655,0.004820,0.172237
2023-03-28,21.544204,-0.064082,0.016931,0.189168
2023-03-29,21.277794,-0.259129,-0.034871,0.154297
2023-03-30,21.304534,0.034000,0.014456,0.168753
2023-03-31,21.267709,-0.029563,0.031341,0.200094
2023-04-03,21.189756,-0.070694,-0.006472,0.193622
2023-04-04,21.390796,0.208293,-0.009149,0.184473
2023-04-05,21.542715,0.159188,-0.001766,0.182707
2023-04-06,21.431204,-0.104230,-0.018800,0.163906
2023-04-10,21.312404,-0.111528,0.017013,0.180919
2023-04-11,21.102907,-0.202234,-0.006414,0.174505
2023-04-12,21.098667,0.003006,0.006371,0.180877
2023-04-13,21.031927,-0.059494,-0.013405,0.167471
2023-04-14,20.530407,-0.494280,-0.058664,0.108808
2023-04-17,20.333780,-0.189427,-0.091337,0.017471
2023-04-18,20.193558,-0.133038,0.043237,0.060707
2023-04-19,20.189918,0.003532,0.024840,0.085547
2023-04-20,20.254348,0.071602,-0.006961,0.078586
2023-04-21,20.351393,0.104223,-0.000756,0.077830
2023-04-24,20.415681,0.071473,0.011631,0.089461
2023-04-25,20.757081,0.348591,-0.029790,0.059671
2023-04-26,20.936160,0.186297,-0.029099,0.030572
2023-04-27,20.718868,-0.210060,-0.033808,-0.003235
2023-04-28,20.676221,-0.035432,0.014577,0.011342
2023-05-01,20.583052,-0.085958,-0.014393,-0.003050
2023-05-02,20.842243,0.266395,-0.045144,-0.048195
2023-05-03,21.068652,0.233634,0.007850,-0.040345
2023-05-04,21.320379,0.258970,-0.098795,-0.139140
2023-05-05,20.899601,-0.413515,-0.011958,-0.151098
2023-05-08,20.783666,-0.108706,-0.055262,-0.206360
2023-05-09,20.854435,0.077989,0.026885,-0.179475
2023-05-10,20.993235,0.146026,0.047926,-0.131549
2023-05-11,21.030907,0.044909,0.009316,-0.122233
2023-05-12,21.168609,0.144942,0.030133,-0.092100
2023-05-15,20.878524,-0.282834,-0.052217,-0.144317
2023-05-16,21.020243,0.148947,-0.016282,-0.160599
2023-05-17,20.656910,-0.356094,0.048834,-0.111765
2023-05-18,20.531944,-0.117756,-0.057085,-0.168850
2023-05-19,20.639499,0.114755,0.010925,-0.157925
2023-05-22,20.618168,-0.014123,-0.001063,-0.158988
2023-05-23,20.664750,0.053788,0.028656,-0.130332
2023-05-24,20.929683,0.272144,0.038337,-0.091996
2023-05-25,21.002023,0.079572,0.024457,-0.067539
2023-05-26,20.843309,-0.151477,0.021498,-0.046041
2023-05-30,20.882047,0.045964,-0.002613,-0.048654
2023-05-31,21.198624,0.323805,0.041332,-0.007322
2023-06-01,21.077922,-0.113449,0.030895,0.023572
2023-06-02,20.657797,-0.412882,-0.005966,0.017607
2023-06-05,20.699776,0.049189,-0.029222,-0.011615
2023-06-06,20.526127,-0.166435,0.022790,0.011175
2023-06-07,20.374481,-0.144447,-0.034884,-0.023710
2023-06-08,20.334885,-0.032409,-0.013447,-0.037157
2023-06-09,20.348454,0.020754,0.019919,-0.017237
2023-06-12,20.367789,0.026520,0.009646,-0.007591
2023-06-13,20.237241,-0.123362,0.018777,0.011186
2023-06-14,20.285241,0.055176,0.035620,0.046806
2023-06-15,20.212321,-0.065740,0.014491,0.061296
2023-06-16,20.250332,0.045186,-0.017932,0.043365
2023-06-20,20.354494,0.111339,-0.029947,0.013417
2023-06-21,20.412132,0.064823,0.014319,0.027736
2023-06-22,20.634905,0.229964,0.015246,0.042983
2023-06-23,20.816142,0.188445,0.008655,0.051638
2023-06-26,20.752615,-0.056304,-0.003712,0.047926
2023-06-27,20.584142,-0.161256,-0.014445,0.033480
2023-06-28,20.576089,-0.000849,0.005379,0.038859
2023-06-29,20.241559,-0.327327,0.011413,0.050272
2023-06-30,20.496396,0.262014,-0.191733,-0.141462
2023-07-03,20.293828,-0.195372,-0.029091,-0.170553
2023-07-05,20.452803,0.166156,0.104098,-0.066455
2023-07-06,20.963278,0.517669,0.129042,0.062587
2023-07-07,20.961050,0.005006,0.051400,0.113987
2023-07-10,21.081389,0.127574,0.133760,0.247748
2023-07-11,20.935388,-0.138757,0.045084,0.292831
2023-07-12,20.733517,-0.194638,-0.017661,0.275170
2023-07-13,20.643062,-0.083239,0.008738,0.283908
2023-07-14,20.737207,0.101354,-0.133539,0.150370
2023-07-17,20.542858,-0.187132,-0.015815,0.134555
2023-07-18,20.229774,-0.305884,0.067597,0.202152
2023-07-19,20.074415,-0.148183,0.009723,0.211875
2023-07-20,19.907917,-0.159335,-0.030798,0.181077
2023-07-21,19.905043,0.004275,-0.018218,0.162859
2023-07-24,19.763893,-0.134000,0.044884,0.207743
2023-07-25,19.796353,0.039598,-0.087097,0.120645
2023-07-26,19.735842,-0.053370,0.028881,0.149527
2023-07-27,19.824588,0.095881,0.012761,0.162288
2023-07-28,19.701140,-0.116305,-0.022215,0.140072
2023-07-31,19.576436,-0.117571,-0.021258,0.118814
2023-08-01,19.683555,0.114242,0.035924,0.154738
2023-08-02,19.967376,0.290952,0.085713,0.240452
2023-08-03,19.891852,-0.068369,-0.007880,0.232572
2023-08-04,19.891420,0.006716,0.024864,0.257436
2023-08-07,19.824353,-0.059919,-0.012652,0.244784
2023-08-08,20.037640,0.220430,0.020524,0.265308
2023-08-09,20.176217,0.145737,-0.022327,0.242981
2023-08-10,20.122892,-0.046154,0.042434,0.285415
2023-08-11,20.078750,-0.036975,0.045051,0.330467
2023-08-14,20.180056,0.108469,0.021013,0.351480
2023-08-15,20.525725,0.352841,0.045247,0.396727
2023-08-16,20.710261,0.191735,0.035639,0.432365
2023-08-17,20.752069,0.049022,0.013262,0.445627
2023-08-18,20.844052,0.099201,0.020277,0.465904
2023-08-21,20.900317,0.063489,0.032657,0.498561
2023-08-22,21.061810,0.168722,-0.011136,0.487425
2023-08-23,20.957533,-0.097034,0.018844,0.506269
2023-08-24,20.917533,-0.032766,-0.023434,0.482835
2023-08-25,20.937963,0.027661,-0.009431,0.473405
2023-08-28,20.737268,-0.193463,0.015862,0.489267
2023-08-29,20.528228,-0.201823,-0.087319,0.401947
2023-08-30,20.583834,0.062805,0.032768,0.434716
2023-08-31,20.690407,0.113777,0.024928,0.459644
2023-09-01,20.571880,-0.111314,0.004647,0.464291
2023-09-05,20.598713,0.034036,-0.037522,0.426769
2023-09-06,20.670945,0.079438,-0.022993,0.403776
2023-09-07,20.795359,0.131625,0.007402,0.411178
2023-09-08,20.760163,-0.027975,0.009022,0.420201
2023-09-11,20.605508,-0.147436,0.005257,0.425457
2023-09-12,20.390489,-0.207813,0.002434,0.427891
2023-09-13,20.262560,-0.120741,-0.025136,0.402755
2023-09-14,19.972637,-0.282745,-0.015207,0.387548
2023-09-15,20.007369,0.041887,-0.042006,0.345542
2023-09-18,20.040653,0.040441,0.012512,0.358055
2023-09-19,19.976903,-0.056589,-0.073766,0.284288
2023-09-20,20.042602,0.072854,0.004056,0.288344
2023-09-21,20.200146,0.164705,-0.005238,0.283106
2023-09-22,20.303624,0.110651,-0.094338,0.188768
2023-09-25,20.349242,0.052800,0.029355,0.218123
2023-09-26,20.505897,0.163840,0.002536,0.220659
2023-09-27,20.485091,-0.013609,-0.030371,0.190288
2023-09-28,20.353239,-0.124656,0.022620,0.212908
2023-09-29,20.456933,0.110880,-0.048419,0.164489
2023-10-02,20.844846,0.395107,0.017069,0.181557
2023-10-03,21.210553,0.372932,0.060336,0.241893
2023-10-04,21.247282,0.043983,-0.014484,0.227409
2023-10-05,21.145881,-0.094144,0.015718,0.243127
2023-10-06,20.944290,-0.194341,-0.052901,0.190226
2023-10-09,20.979742,0.042684,-0.008585,0.181641
2023-10-10,20.758075,-0.214430,-0.009484,0.172157
2023-10-11,20.766669,0.015812,0.006658,0.178815
2023-10-12,20.740443,-0.019008,-0.102158,0.076657
2023-10-13,20.776444,0.043218,0.013842,0.090499
2023-10-16,20.677034,-0.092190,0.049996,0.140494
2023-10-17,20.562932,-0.106891,-0.005744,0.134750
2023-10-18,20.824505,0.268776,0.027660,0.162411
2023-10-19,21.065869,0.248587,0.039798,0.202209
2023-10-20,21.376746,0.318120,0.035744,0.237954
2023-10-23,21.573646,0.204168,0.016610,0.254564
2023-10-24,21.702757,0.136395,0.071020,0.325583
2023-10-25,21.679212,-0.016251,0.010655,0.336238
2023-10-26,21.563711,-0.108208,-0.008803,0.327435
2023-10-27,21.864110,0.307682,-0.018148,0.309287
2023-10-30,21.756688,-0.100116,0.073178,0.382465
2023-10-31,21.624060,-0.125330,-0.038417,0.344049
2023-11-01,21.481618,-0.135154,0.024395,0.368444
2023-11-02,21.067407,-0.406935,-0.038021,0.330423
2023-11-03,20.767996,-0.292168,0.022251,0.352675
2023-11-06,20.853706,0.092929,-0.009246,0.343429
2023-11-07,20.933134,0.086654,0.014981,0.358409
2023-11-08,21.019700,0.093798,0.003241,0.361651
2023-11-09,21.097696,0.085235,0.012817,0.374467
2023-11-10,20.955054,-0.135397,0.056124,0.430591
2023-11-13,20.886816,-0.061004,-0.048701,0.381890
2023-11-14,20.463686,-0.415902,0.028845,0.410735
2023-11-15,20.303331,-0.153161,-0.075163,0.335572
2023-11-16,20.291229,-0.004921,0.034345,0.369917
2023-11-17,20.141736,-0.142312,0.042855,0.412772
2023-11-20,20.088087,-0.046480,-0.043831,0.368941
2023-11-21,20.233388,0.152465,-0.009403,0.359537
2023-11-22,20.223638,-0.002574,0.022197,0.381735
2023-11-24,20.190727,-0.025736,0.006827,0.388561
2023-11-27,20.224656,0.041102,-0.004706,0.383855
2023-11-28,20.257635,0.040154,0.016731,0.400586
2023-11-29,20.181915,-0.068542,0.054569,0.455155
2023-11-30,19.975326,-0.199418,-0.009478,0.445676
2023-12-01,19.836398,-0.131772,0.039930,0.485606
2023-12-04,19.849912,0.020657,0.000131,0.485737
2023-12-05,19.948537,0.105770,0.024297,0.510034
2023-12-06,19.921315,-0.020068,-0.037910,0.472124
2023-12-07,19.865263,-0.048902,0.040857,0.512981
2023-12-08,19.687154,-0.170963,-0.015083,0.497898
2023-12-11,19.650332,-0.029690,0.053433,0.551330
2023-12-12,19.586747,-0.056456,-0.041963,0.509368
