date,initial_leverage,common_factor_change,idiosyncratic_change,common_factor_component,idiosyncratic_component,market_leverage,reconstructed_market_leverage,reconstruction_error,common_factor_index,idiosyncratic_component_index,n_banks
2018-05-07,26.16177426,-0.00822711,-0.00349281,-5.86758791,-2.01082131,18.28336505,18.28336505,-0.00000000,-1.21844734,-2.07301504,15
2018-05-08,26.16177426,-0.01723757,-0.03970795,-5.88482548,-2.05052926,18.22641953,18.22641953,-0.00000000,-1.22202685,-2.11395114,15
2018-05-09,26.16177426,-0.12528237,-0.00665388,-6.01010785,-2.05718313,18.09448328,18.09448328,-0.00000000,-1.24804264,-2.12081082,15
2018-05-10,26.16177426,-0.08948766,0.01002580,-6.09959551,-2.04715734,18.01502142,18.01502142,-0.00000000,-1.26662541,-2.11047493,15
2018-05-11,26.16177426,-0.03948210,-0.03500366,-6.13907761,-2.08216099,17.94053566,17.94053566,-0.00000000,-1.27482415,-2.14656123,15
2018-05-14,26.16177426,0.02811840,-0.07718624,-6.11095921,-2.15934724,17.89146782,17.89146782,-0.00000000,-1.26898516,-2.22613481,15
2018-05-15,26.16177426,-0.04205622,0.04978926,-6.15301543,-2.10955797,17.89920087,17.89920087,-0.00000000,-1.27771844,-2.17480559,15
2018-05-16,26.16177426,0.11365779,-0.01850745,-6.03935764,-2.12806542,17.99435120,17.99435120,-0.00000000,-1.25411657,-2.19388546,15
2018-05-17,26.16177426,0.02782111,0.05527885,-6.01153653,-2.07278657,18.07745116,18.07745116,-0.00000000,-1.24833932,-2.13689687,15
2018-05-18,26.16177426,0.15671427,-0.01437994,-5.85482226,-2.08716651,18.21978549,18.21978549,-0.00000000,-1.21579646,-2.15172157,15
2018-05-21,26.16177426,-0.05643198,-0.00615730,-5.91125425,-2.09332381,18.15719621,18.15719621,-0.00000000,-1.22751497,-2.15806931,15
2018-05-22,26.16177426,-0.17819532,0.01048876,-6.08944956,-2.08283505,17.98948965,17.98948965,-0.00000000,-1.26451853,-2.14725613,15
2018-05-23,26.16177426,0.11608270,0.06372786,-5.97336687,-2.01910719,18.16930021,18.16930021,-0.00000000,-1.24041311,-2.08155720,15
2018-05-24,26.16177426,0.19812338,-0.02840801,-5.77524349,-2.04751519,18.33901558,18.33901558,-0.00000000,-1.19927135,-2.11084385,15
2018-05-25,26.16177426,0.12473016,0.00139950,-5.65051332,-2.04611569,18.46514525,18.46514525,-0.00000000,-1.17337022,-2.10940107,15
2018-05-29,26.16177426,0.60537785,0.02203292,-5.04513547,-2.02408277,19.09255602,19.09255602,-0.00000000,-1.04765910,-2.08668668,15
2018-05-30,26.16177426,0.24752277,0.07418250,-4.79761270,-1.94990028,19.41426129,19.41426129,-0.00000000,-0.99625920,-2.01020975,15
2018-05-31,26.16177426,0.14432357,-0.03230803,-4.65328913,-1.98220831,19.52627682,19.52627682,-0.00000000,-0.96628936,-2.04351706,15
2018-06-01,26.16177426,-0.23072939,-0.01475930,-4.88401853,-1.99696761,19.28078813,19.28078813,-0.00000000,-1.01420200,-2.05873286,15
2018-06-04,26.16177426,-0.07658927,-0.06439470,-4.96060779,-2.06136231,19.13980416,19.13980416,-0.00000000,-1.03010632,-2.12511926,15
2018-06-05,26.16177426,0.24450251,-0.02109666,-4.71610528,-2.08245897,19.36321001,19.36321001,-0.00000000,-0.97933359,-2.14686843,15
2018-06-06,26.16177426,-0.12825533,0.00178266,-4.84436061,-2.08067631,19.23673735,19.23673735,-0.00000000,-1.00596674,-2.14503062,15
2018-06-07,26.16177426,-0.07744587,-0.05701106,-4.92180648,-2.13768736,19.10228042,19.10228042,-0.00000000,-1.02204894,-2.20380500,15
2018-06-08,26.16177426,0.12593922,0.04660301,-4.79586725,-2.09108436,19.27482265,19.27482265,-0.00000000,-0.99589674,-2.15576059,15
2018-06-11,26.16177426,-0.19829134,0.02020990,-4.99415859,-2.07087446,19.09674122,19.09674122,-0.00000000,-1.03707338,-2.13492561,15
2018-06-12,26.16177426,0.03032771,-0.00665042,-4.96383088,-2.07752488,19.12041850,19.12041850,-0.00000000,-1.03077561,-2.14178173,15
2018-06-13,26.16177426,0.11560795,0.03290463,-4.84822293,-2.04462025,19.26893108,19.26893108,-0.00000000,-1.00676878,-2.10785937,15
2018-06-14,26.16177426,0.00407619,0.03849236,-4.84414675,-2.00612789,19.31149963,19.31149963,-0.00000000,-1.00592233,-2.06817646,15
2018-06-15,26.16177426,0.20505460,-0.00084345,-4.63909214,-2.00697134,19.51571079,19.51571079,-0.00000000,-0.96334125,-2.06904599,15
2018-06-18,26.16177426,0.04667023,-0.00367341,-4.59242191,-2.01064474,19.55870761,19.55870761,-0.00000000,-0.95364984,-2.07283302,15
2018-06-19,26.16177426,0.04135990,0.12826833,-4.55106201,-1.88237641,19.72833584,19.72833584,-0.00000000,-0.94506115,-1.94059741,15
2018-06-20,26.16177426,0.01713331,0.00297051,-4.53392870,-1.87940590,19.74843966,19.74843966,-0.00000000,-0.94150330,-1.93753502,15
2018-06-21,26.16177426,0.11598641,0.03845735,-4.41794230,-1.84094855,19.90288342,19.90288342,-0.00000000,-0.91741788,-1.89788820,15
2018-06-22,26.16177426,-0.09507988,0.03826468,-4.51302218,-1.80268387,19.84606822,19.84606822,-0.00000000,-0.93716191,-1.85844001,15
2018-06-25,26.16177426,0.25930580,0.00578104,-4.25371638,-1.79690282,20.11115506,20.11115506,-0.00000000,-0.88331517,-1.85248016,15
2018-06-26,26.16177426,0.04168000,0.02058567,-4.21203638,-1.77631715,20.17342073,20.17342073,-0.00000000,-0.87466001,-1.83125779,15
2018-06-27,26.16177426,0.03306946,0.09805403,-4.17896693,-1.67826313,20.30454421,20.30454421,-0.00000000,-0.86779290,-1.73017100,15
2018-06-28,26.16177426,-0.01964019,-0.00434215,-4.19860711,-1.68260528,20.28056187,20.28056187,-0.00000000,-0.87187133,-1.73464745,15
2018-06-29,26.16177426,-0.04506334,-0.09465807,-4.24367045,-1.77726335,20.14084046,20.14084046,-0.00000000,-0.88122906,-1.83223325,15
2018-07-02,26.16177426,0.00069206,0.05342315,-4.24297839,-1.72384021,20.19495566,20.19495566,-0.00000000,-0.88108535,-1.77715776,15
2018-07-03,26.16177426,0.01251388,0.07184327,-4.23046452,-1.65199693,20.27931281,20.27931281,-0.00000000,-0.87848675,-1.70309241,15
2018-07-05,26.16177426,-0.13932700,0.17007029,-4.36979152,-1.48192665,20.31005610,20.31005610,-0.00000000,-0.90741902,-1.52776192,15
2018-07-06,26.16177426,-0.00102494,0.00206387,-4.37081645,-1.47986278,20.31109503,20.31109503,-0.00000000,-0.90763185,-1.52563422,15
2018-07-09,26.16177426,-0.14751819,-0.00287463,-4.51833464,-1.48273741,20.16070222,20.16070222,-0.00000000,-0.93826508,-1.52859776,15
2018-07-10,26.16177426,0.11071257,-0.04200676,-4.40762207,-1.52474416,20.22940803,20.22940803,-0.00000000,-0.91527481,-1.57190377,15
2018-07-11,26.16177426,0.22818771,0.05778380,-4.17943436,-1.46696036,20.51537954,20.51537954,-0.00000000,-0.86788997,-1.51233274,15
2018-07-12,26.16177426,0.02117823,-0.04951527,-4.15825613,-1.51647564,20.48704250,20.48704250,-0.00000000,-0.86349215,-1.56337950,15
2018-07-13,26.16177426,0.00771197,0.01034666,-4.15054416,-1.50612898,20.50510113,20.50510113,-0.00000000,-0.86189071,-1.55271282,15
2018-07-16,26.16177426,-0.15601070,0.01196798,-4.30655485,-1.49416099,20.36105842,20.36105842,-0.00000000,-0.89428746,-1.54037467,15
2018-07-17,26.16177426,0.05756910,0.06277217,-4.24898575,-1.43138882,20.48139969,20.48139969,-0.00000000,-0.88233282,-1.47566099,15
2018-07-18,26.16177426,-0.06838618,0.02464917,-4.31737194,-1.40673965,20.43766268,20.43766268,-0.00000000,-0.89653371,-1.45024943,15
2018-07-19,26.16177426,0.10357075,0.03310774,-4.21380119,-1.37363192,20.57434116,20.57434116,-0.00000000,-0.87502649,-1.41611769,15
2018-07-20,26.16177426,0.02448045,-0.11978742,-4.18932074,-1.49341933,20.47903419,20.47903419,-0.00000000,-0.86994295,-1.53961008,15
2018-07-23,26.16177426,-0.10644287,-0.04544784,-4.29576361,-1.53886717,20.32714348,20.32714348,-0.00000000,-0.89204658,-1.58646359,15
2018-07-24,26.16177426,-0.27740928,-0.09006640,-4.57317289,-1.62893357,19.95966780,19.95966780,-0.00000000,-0.94965264,-1.67931570,15
2018-07-25,26.16177426,0.07953704,-0.04163458,-4.49363585,-1.67056815,19.99757026,19.99757026,-0.00000000,-0.93313619,-1.72223802,15
2018-07-26,26.16177426,-0.09335881,0.01881625,-4.58699466,-1.65175189,19.92302771,19.92302771,-0.00000000,-0.95252283,-1.70283979,15
2018-07-27,26.16177426,-0.16563108,0.01138837,-4.75262575,-1.64036353,19.76878499,19.76878499,-0.00000000,-0.98691733,-1.69109918,15
2018-07-30,26.16177426,-0.06007908,-0.01115533,-4.81270483,-1.65151886,19.69755058,19.69755058,-0.00000000,-0.99939319,-1.70259954,15
2018-07-31,26.16177426,-0.06171241,0.01570029,-4.87441724,-1.63581857,19.65153846,19.65153846,-0.00000000,-1.01220822,-1.68641365,15
2018-08-01,26.16177426,0.05944273,-0.00013634,-4.81497451,-1.63595491,19.71084484,19.71084484,-0.00000000,-0.99986451,-1.68655421,15
2018-08-02,26.16177426,0.15587154,0.05945801,-4.65910297,-1.57649690,19.92617440,19.92617440,-0.00000000,-0.96749665,-1.62525719,15
2018-08-03,26.16177426,-0.15839486,0.01891655,-4.81749783,-1.55758035,19.78669608,19.78669608,-0.00000000,-1.00038849,-1.60575556,15
2018-08-06,26.16177426,-0.01838167,-0.01421528,-4.83587950,-1.57179563,19.75409913,19.75409913,-0.00000000,-1.00420558,-1.62041052,15
2018-08-07,26.16177426,-0.08114123,-0.04611499,-4.91702073,-1.61791062,19.62684291,19.62684291,-0.00000000,-1.02105515,-1.66795182,15
2018-08-08,26.16177426,-0.01692789,0.02694109,-4.93394862,-1.59096953,19.63685611,19.63685611,-0.00000000,-1.02457035,-1.64017746,15
2018-08-09,26.16177426,0.09402101,-0.03881692,-4.83992761,-1.62978646,19.69206020,19.69206020,-0.00000000,-1.00504620,-1.68019497,15
2018-08-10,26.16177426,0.35026148,0.01524652,-4.48966613,-1.61453993,20.05756820,20.05756820,-0.00000000,-0.93231185,-1.66447688,15
2018-08-13,26.16177426,0.18705417,0.04502463,-4.30261196,-1.56951530,20.28964700,20.28964700,-0.00000000,-0.89346869,-1.61805966,15
2018-08-14,26.16177426,0.08720074,-0.01542320,-4.21541122,-1.58493850,20.36142454,20.36142454,-0.00000000,-0.87536082,-1.63395989,15
2018-08-15,26.16177426,0.18091127,0.02592991,-4.03449996,-1.55900859,20.56826572,20.56826572,-0.00000000,-0.83779328,-1.60722797,15
2018-08-16,26.16177426,-0.11017549,0.03510965,-4.14467545,-1.52389894,20.49319987,20.49319987,-0.00000000,-0.86067203,-1.57103240,15
2018-08-17,26.16177426,0.06998775,-0.03857336,-4.07468770,-1.56247229,20.52461427,20.52461427,-0.00000000,-0.84613856,-1.61079881,15
2018-08-20,26.16177426,-0.05789871,-0.02203187,-4.13258640,-1.58450417,20.44468369,20.44468369,-0.00000000,-0.85816165,-1.63351212,15
2018-08-21,26.16177426,-0.12372674,-0.01290475,-4.25631314,-1.59740892,20.30805220,20.30805220,-0.00000000,-0.88385441,-1.64681601,15
2018-08-22,26.16177426,-0.10461973,-0.02422365,-4.36093287,-1.62163257,20.17920883,20.17920883,-0.00000000,-0.90557945,-1.67178888,15
2018-08-23,26.16177426,0.07239114,0.01392836,-4.28854173,-1.60770421,20.26552833,20.26552833,-0.00000000,-0.89054691,-1.65742972,15
2018-08-24,26.16177426,-0.00458816,0.00004440,-4.29312989,-1.60765981,20.26098456,20.26098456,-0.00000000,-0.89149967,-1.65738396,15
2018-08-27,26.16177426,-0.14641110,-0.10302027,-4.43954100,-1.71068008,20.01155319,20.01155319,-0.00000000,-0.92190300,-1.76359059,15
2018-08-28,26.16177426,0.04366261,0.00025391,-4.39587839,-1.71042617,20.05546971,20.05546971,-0.00000000,-0.91283614,-1.76332883,15
2018-08-29,26.16177426,0.04751867,-0.00069034,-4.34835971,-1.71111651,20.10229804,20.10229804,-0.00000000,-0.90296855,-1.76404052,15
2018-08-30,26.16177426,0.17822644,0.03134178,-4.17013327,-1.67977473,20.31186626,20.31186626,-0.00000000,-0.86595853,-1.73172936,15
2018-08-31,26.16177426,0.14431701,0.02718375,-4.02581626,-1.65259099,20.48336701,20.48336701,-0.00000000,-0.83599005,-1.70370483,15
2018-09-04,26.16177426,-0.17592121,0.01143143,-4.20173747,-1.64115955,20.31887724,20.31887724,-0.00000000,-0.87252137,-1.69191983,15
2018-09-05,26.16177426,-0.08372630,0.09672169,-4.28546378,-1.54443787,20.33187262,20.33187262,-0.00000000,-0.88990775,-1.59220659,15
2018-09-06,26.16177426,0.11157124,0.01263993,-4.17389254,-1.53179794,20.45608378,20.45608378,-0.00000000,-0.86673917,-1.57917571,15
2018-09-07,26.16177426,0.15601811,0.00920329,-4.01787443,-1.52259465,20.62130519,20.62130519,-0.00000000,-0.83434087,-1.56968777,15
2018-09-10,26.16177426,-0.04624432,0.06797558,-4.06411875,-1.45461907,20.64303644,20.64303644,-0.00000000,-0.84394384,-1.49960974,15
2018-09-11,26.16177426,0.02906415,0.05016997,-4.03505460,-1.40444910,20.72227056,20.72227056,-0.00000000,-0.83790846,-1.44788804,15
2018-09-12,26.16177426,0.07914155,0.07497742,-3.95591305,-1.32947168,20.87638953,20.87638953,-0.00000000,-0.82147414,-1.37059160,15
2018-09-13,26.16177426,-0.11964075,-0.13092360,-4.07555380,-1.46039529,20.62582518,20.62582518,-0.00000000,-0.84631841,-1.50556461,15
2018-09-14,26.16177426,-0.07369095,-0.00805422,-4.14924475,-1.46844950,20.54408001,20.54408001,-0.00000000,-0.86162087,-1.51386794,15
2018-09-17,26.16177426,-0.06082988,0.04650892,-4.21007462,-1.42194058,20.52975906,20.52975906,-0.00000000,-0.87425264,-1.46592052,15
2018-09-18,26.16177426,0.01758792,-0.04205721,-4.19248671,-1.46399779,20.50528977,20.50528977,-0.00000000,-0.87060038,-1.50927854,15
2018-09-19,26.16177426,-0.35671007,-0.02149886,-4.54919678,-1.48549665,20.12708083,20.12708083,-0.00000000,-0.94467383,-1.53144235,15
2018-09-20,26.16177426,-0.28203874,0.00119246,-4.83123552,-1.48430419,19.84623455,19.84623455,-0.00000000,-1.00324122,-1.53021301,15
2018-09-21,26.16177426,-0.07429901,-0.10494581,-4.90553453,-1.58925000,19.66698973,19.66698973,-0.00000000,-1.01866995,-1.63840474,15
2018-09-24,26.16177426,0.12837988,0.06156543,-4.77715465,-1.52768457,19.85693504,19.85693504,-0.00000000,-0.99201094,-1.57493512,15
2018-09-25,26.16177426,-0.02206707,-0.00161415,-4.79922173,-1.52929873,19.83325381,19.83325381,-0.00000000,-0.99659333,-1.57659920,15
2018-09-26,26.16177426,0.02331276,-0.04401451,-4.77590897,-1.57331324,19.81255205,19.81255205,-0.00000000,-0.99175226,-1.62197506,15
2018-09-27,26.16177426,-0.00229539,0.02945965,-4.77820436,-1.54385359,19.83971631,19.83971631,-0.00000000,-0.99222892,-1.59160424,15
2018-09-28,26.16177426,0.40091373,-0.03788605,-4.37729063,-1.58173965,20.20274398,20.20274398,-0.00000000,-0.90897626,-1.63066209,15
2018-10-01,26.16177426,0.18307454,-0.00679162,-4.19421609,-1.58853127,20.37902690,20.37902690,-0.00000000,-0.87095950,-1.63766378,15
2018-10-02,26.16177426,0.00399337,0.13285572,-4.19022272,-1.45567555,20.51587600,20.51587600,-0.00000000,-0.87013025,-1.50069889,15
2018-10-03,26.16177426,-0.16806534,0.03189463,-4.35828805,-1.42378092,20.37970530,20.37970530,-0.00000000,-0.90503024,-1.46781777,15
2018-10-04,26.16177426,-0.07422327,0.10577022,-4.43251133,-1.31801070,20.41125224,20.41125224,-0.00000000,-0.92044324,-1.35877614,15
2018-10-05,26.16177426,0.13179281,0.00386214,-4.30071852,-1.31414856,20.54690718,20.54690718,-0.00000000,-0.89307551,-1.35479454,15
2018-10-08,26.16177426,0.19532718,0.01160153,-4.10539134,-1.30254703,20.75383589,20.75383589,-0.00000000,-0.85251439,-1.34283419,15
2018-10-09,26.16177426,0.01766670,-0.03073280,-4.08772463,-1.33327984,20.74076979,20.74076979,-0.00000000,-0.84884577,-1.37451754,15
2018-10-10,26.16177426,0.08613570,-0.01883354,-4.00158893,-1.35211338,20.80807196,20.80807196,-0.00000000,-0.83095907,-1.39393359,15
2018-10-11,26.16177426,0.33946063,0.12435810,-3.66212830,-1.22775527,21.27189069,21.27189069,-0.00000000,-0.76046760,-1.26572915,15
2018-10-12,26.16177426,0.07314825,-0.08376465,-3.58898004,-1.31151993,21.26127429,21.26127429,-0.00000000,-0.74527783,-1.35208461,15
2018-10-15,26.16177426,0.07249161,0.09433144,-3.51648843,-1.21718849,21.42809734,21.42809734,-0.00000000,-0.73022442,-1.25483554,15
2018-10-16,26.16177426,-0.09773721,-0.02544383,-3.61422564,-1.24263232,21.30491630,21.30491630,-0.00000000,-0.75052026,-1.28106634,15
2018-10-17,26.16177426,0.01252029,-0.02225873,-3.60170535,-1.26489105,21.29517786,21.29517786,-0.00000000,-0.74792033,-1.30401352,15
2018-10-18,26.16177426,0.19843951,-0.01212167,-3.40326584,-1.27701272,21.48149570,21.48149570,-0.00000000,-0.70671292,-1.31651011,15
2018-10-19,26.16177426,0.17406127,-0.11278818,-3.22920457,-1.38980090,21.54276880,21.54276880,-0.00000000,-0.67056783,-1.43278677,15
2018-10-22,26.16177426,0.23379356,-0.12345492,-2.99541101,-1.51325582,21.65310743,21.65310743,-0.00000000,-0.62201890,-1.56006009,15
2018-10-23,26.16177426,0.27575949,0.07219270,-2.71965153,-1.44106312,22.00105962,22.00105962,-0.00000000,-0.56475544,-1.48563451,15
2018-10-24,26.16177426,0.41448548,-0.05416904,-2.30516604,-1.49523216,22.36137607,22.36137607,-0.00000000,-0.47868451,-1.54147897,15
2018-10-25,26.16177426,-0.19895553,0.00098537,-2.50412157,-1.49424678,22.16340591,22.16340591,-0.00000000,-0.51999907,-1.54046312,15
2018-10-26,26.16177426,0.20414641,-0.00384173,-2.29997516,-1.49808852,22.36371059,22.36371059,-0.00000000,-0.47760658,-1.54442367,15
2018-10-29,26.16177426,-0.21965170,-0.00521414,-2.51962686,-1.50330266,22.13884475,22.13884475,-0.00000000,-0.52321886,-1.54979909,15
2018-10-30,26.16177426,0.17962722,-0.03860278,-2.33999964,-1.54190544,22.27986918,22.27986918,-0.00000000,-0.48591796,-1.58959583,15
2018-10-31,26.16177426,-0.26040883,0.00979852,-2.60040847,-1.53210692,22.02925887,22.02925887,-0.00000000,-0.53999375,-1.57949426,15
2018-11-01,26.16177426,-0.14069902,-0.02243799,-2.74110749,-1.55454491,21.86612186,21.86612186,-0.00000000,-0.56921092,-1.60262624,15
2018-11-02,26.16177426,-0.22924108,-0.10309009,-2.97034857,-1.65763500,21.53379069,21.53379069,-0.00000000,-0.61681450,-1.70890485,15
2018-11-05,26.16177426,-0.00167112,0.07232391,-2.97201969,-1.58531109,21.60444348,21.60444348,-0.00000000,-0.61716152,-1.63434400,15
2018-11-06,26.16177426,0.08419187,-0.03669403,-2.88782782,-1.62200512,21.65194133,21.65194133,-0.00000000,-0.59967847,-1.67217296,15
2018-11-07,26.16177426,-0.09331229,-0.00070889,-2.98114011,-1.62271401,21.55792015,21.55792015,-0.00000000,-0.61905544,-1.67290377,15
2018-11-08,26.16177426,-0.12753023,-0.01051660,-3.10867034,-1.63323061,21.41987332,21.41987332,-0.00000000,-0.64553802,-1.68374564,15
2018-11-09,26.16177426,0.23038269,0.08780218,-2.87828765,-1.54542843,21.73805818,21.73805818,-0.00000000,-0.59769738,-1.59322778,15
2018-11-12,26.16177426,0.29701980,0.00803185,-2.58126785,-1.53739658,22.04310983,22.04310983,-0.00000000,-0.53601906,-1.58494752,15
2018-11-13,26.16177426,-0.24023666,0.02468432,-2.82150452,-1.51271226,21.82755749,21.82755749,-0.00000000,-0.58590595,-1.55949972,15
2018-11-14,26.16177426,0.12819437,0.01071373,-2.69331015,-1.50199853,21.96646558,21.96646558,-0.00000000,-0.55928546,-1.54845463,15
2018-11-15,26.16177426,0.00823531,-0.03312827,-2.68507484,-1.53512680,21.94157263,21.94157263,-0.00000000,-0.55757533,-1.58260753,15
2018-11-16,26.16177426,0.08921783,-0.03096642,-2.59585700,-1.56609322,21.99982405,21.99982405,-0.00000000,-0.53904860,-1.61453173,15
2018-11-19,26.16177426,-0.01564729,-0.01424500,-2.61150429,-1.58033822,21.96993175,21.96993175,-0.00000000,-0.54229788,-1.62921732,15
2018-11-20,26.16177426,0.43273996,0.00708854,-2.17876434,-1.57324968,22.40976025,22.40976025,-0.00000000,-0.45243627,-1.62190953,15
2018-11-21,26.16177426,-0.23623467,0.02423677,-2.41499901,-1.54901291,22.19776234,22.19776234,-0.00000000,-0.50149212,-1.59692314,15
2018-11-23,26.16177426,0.10845504,0.02401310,-2.30654398,-1.52499981,22.33023048,22.33023048,-0.00000000,-0.47897065,-1.57216732,15
2018-11-26,26.16177426,-0.46578579,-0.03856940,-2.77232977,-1.56356921,21.82587529,21.82587529,-0.00000000,-0.57569446,-1.61192965,15
2018-11-27,26.16177426,0.08809566,-0.03053613,-2.68423410,-1.59410534,21.88343482,21.88343482,-0.00000000,-0.55740075,-1.64341025,15
2018-11-28,26.16177426,-0.04563626,-0.03458019,-2.72987036,-1.62868553,21.80321837,21.80321837,-0.00000000,-0.56687745,-1.67905999,15
2018-11-29,26.16177426,0.03282820,0.03910849,-2.69704216,-1.58957704,21.87515506,21.87515506,-0.00000000,-0.56006044,-1.63874190,15
2018-11-30,26.16177426,0.12736792,-0.02756107,-2.56967424,-1.61713812,21.97496191,21.97496191,-0.00000000,-0.53361156,-1.66715542,15
2018-12-03,26.16177426,-0.21745858,-0.08094818,-2.78713282,-1.69808630,21.67655514,21.67655514,-0.00000000,-0.57876842,-1.75060729,15
2018-12-04,26.16177426,0.50817664,-0.04899862,-2.27895618,-1.74708492,22.13573316,22.13573316,-0.00000000,-0.47324184,-1.80112142,15
2018-12-06,26.16177426,0.79303284,0.10413618,-1.48592334,-1.64294874,23.03290218,23.03290218,-0.00000000,-0.30856280,-1.69376435,15
2018-12-07,26.16177426,0.10166905,0.07274796,-1.38425430,-1.57020078,23.20731919,23.20731919,-0.00000000,-0.28745048,-1.61876634,15
2018-12-10,26.16177426,0.48474044,0.02432458,-0.89951385,-1.54587620,23.71638421,23.71638421,-0.00000000,-0.18679060,-1.59368941,15
2018-12-11,26.16177426,-0.01659429,0.02634044,-0.91610814,-1.51953576,23.72613036,23.72613036,-0.00000000,-0.19023652,-1.56653427,15
2018-12-12,26.16177426,-0.44595247,-0.04992542,-1.36206061,-1.56946118,23.23025247,23.23025247,-0.00000000,-0.28284180,-1.61800386,15
2018-12-13,26.16177426,-0.00501024,-0.04866574,-1.36707085,-1.61812692,23.17657650,23.17657650,-0.00000000,-0.28388221,-1.66817480,15
2018-12-14,26.16177426,0.23431529,0.06787271,-1.13275556,-1.55025421,23.47876449,23.47876449,-0.00000000,-0.23522494,-1.59820282,15
2018-12-17,26.16177426,0.39801906,-0.04305762,-0.73473651,-1.59331182,23.83372593,23.83372593,-0.00000000,-0.15257338,-1.64259219,15
2018-12-18,26.16177426,0.08057765,0.01246390,-0.65415886,-1.58084793,23.92676748,23.92676748,-0.00000000,-0.13584085,-1.62974279,15
2018-12-19,26.16177426,0.02862796,-0.02647850,-0.62553090,-1.60732643,23.92891694,23.92891694,-0.00000000,-0.12989604,-1.65704026,15
2018-12-20,26.16177426,0.48476298,0.01301704,-0.14076792,-1.59430939,24.42669696,24.42669696,-0.00000000,-0.02923148,-1.64362061,15
2018-12-21,26.16177426,0.11697310,-0.00799888,-0.02379482,-1.60230826,24.53567118,24.53567118,-0.00000000,-0.00494117,-1.65186689,15
2018-12-24,26.16177426,0.31571791,-0.01076443,0.29192309,-1.61307270,24.84062466,24.84062466,-0.00000000,0.06061996,-1.66296426,15
2018-12-26,26.16177426,-0.21682215,-0.00105572,0.07510095,-1.61412842,24.62274679,24.62274679,-0.00000000,0.01559526,-1.66405264,15
2018-12-27,26.16177426,0.15202553,-0.01254537,0.22712647,-1.62667379,24.76222695,24.76222695,-0.00000000,0.04716447,-1.67698603,15
2018-12-28,26.16177426,-0.36085862,0.02717721,-0.13373215,-1.59949658,24.42854553,24.42854553,-0.00000000,-0.02777045,-1.64896824,15
2018-12-31,26.16177426,0.42678413,0.11106039,0.29305198,-1.48843619,24.96639005,24.96639005,-0.00000000,0.06085438,-1.53447280,15
2019-01-02,26.16177426,0.06948329,0.11594679,0.36253527,-1.37248940,25.15182013,25.15182013,-0.00000000,0.07528309,-1.41493984,15
2019-01-03,26.16177426,0.21617516,-0.05423250,0.57871043,-1.42672190,25.31376279,25.31376279,-0.00000000,0.12017343,-1.47084973,15
2019-01-04,26.16177426,-0.83276953,-0.02170940,-0.25405910,-1.44843130,24.45928386,24.45928386,-0.00000000,-0.05275722,-1.49323059,15
2019-01-07,26.16177426,0.04184136,-0.03177507,-0.21221775,-1.48020638,24.46935014,24.46935014,-0.00000000,-0.04406856,-1.52598845,15
2019-01-08,26.16177426,-0.14962955,0.03766641,-0.36184730,-1.44253997,24.35738700,24.35738700,-0.00000000,-0.07514023,-1.48715703,15
2019-01-09,26.16177426,-0.03389418,-0.08496402,-0.39574148,-1.52750398,24.23852880,24.23852880,-0.00000000,-0.08217860,-1.57474895,15
2019-01-10,26.16177426,-0.13548973,0.01388159,-0.53123121,-1.51362240,24.11692066,24.11692066,-0.00000000,-0.11031403,-1.56043801,15
2019-01-11,26.16177426,-0.02682003,-0.01788308,-0.55805124,-1.53150548,24.07221754,24.07221754,-0.00000000,-0.11588340,-1.57887421,15
2019-01-14,26.16177426,-0.16086385,0.06319533,-0.71891509,-1.46831015,23.97454902,23.97454902,-0.00000000,-0.14928795,-1.51372428,15
2019-01-15,26.16177426,-0.08715898,-0.05444641,-0.80607407,-1.52275656,23.83294364,23.83294364,-0.00000000,-0.16738715,-1.56985469,15
2019-01-16,26.16177426,-0.54657149,0.00642728,-1.35264556,-1.51632928,23.29279942,23.29279942,-0.00000000,-0.28088670,-1.56322861,15
2019-01-17,26.16177426,0.47929736,-0.01006011,-0.87334821,-1.52638939,23.76203667,23.76203667,-0.00000000,-0.18135711,-1.57359988,15
2019-01-18,26.16177426,-0.32907600,-0.02779022,-1.20242421,-1.55417961,23.40517044,23.40517044,-0.00000000,-0.24969214,-1.60224964,15
2019-01-22,26.16177426,0.37146896,-0.03087987,-0.83095525,-1.58505948,23.74575953,23.74575953,-0.00000000,-0.17255391,-1.63408461,15
2019-01-23,26.16177426,0.01237344,-0.01290957,-0.81858180,-1.59796905,23.74522341,23.74522341,-0.00000000,-0.16998447,-1.64739346,15
2019-01-24,26.16177426,-0.02624016,-0.00879821,-0.84482196,-1.60676726,23.71018504,23.71018504,-0.00000000,-0.17543343,-1.65646380,15
2019-01-25,26.16177426,-0.45721821,-0.07792443,-1.30204017,-1.68469169,23.17504241,23.17504241,-0.00000000,-0.27037812,-1.73679839,15
2019-01-28,26.16177426,0.23715423,-0.03519002,-1.06488593,-1.71988171,23.37700662,23.37700662,-0.00000000,-0.22113132,-1.77307682,15
2019-01-29,26.16177426,0.03463744,-0.01991402,-1.03024849,-1.73979573,23.39173004,23.39173004,-0.00000000,-0.21393860,-1.79360677,15
2019-01-30,26.16177426,-0.09082727,0.01097508,-1.12107577,-1.72882065,23.31187785,23.31187785,-0.00000000,-0.23279954,-1.78229224,15
