bank,ticker,period_end,total_assets,book_equity,currency,statement_frequency,source_document,source_url,source_page,notes
JPMorgan Chase,JPM,2022-03-31,3954687000000,285899000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-Q; filed=2023-05-03
JPMorgan Chase,JPM,2022-06-30,3841314000000,286143000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-Q; filed=2023-08-03
JPMorgan Chase,JPM,2022-09-30,3773884000000,288018000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-Q; filed=2023-11-01
JPMorgan Chase,JPM,2022-12-31,3665743000000,292332000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-K; filed=2025-02-14
JPMorgan Chase,JPM,2023-03-31,3744305000000,303082000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-Q; filed=2024-05-01
JPMorgan Chase,JPM,2023-06-30,3868240000000,312516000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-Q; filed=2024-08-02
JPMorgan Chase,JPM,2023-09-30,3898333000000,317371000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-Q; filed=2024-10-30
JPMorgan Chase,JPM,2023-12-31,3875393000000,327878000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-K; filed=2026-02-13
JPMorgan Chase,JPM,2024-03-31,4090727000000,336637000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-Q; filed=2025-05-01
JPMorgan Chase,JPM,2024-06-30,4143003000000,340552000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-Q; filed=2025-08-05
JPMorgan Chase,JPM,2024-09-30,4210048000000,345836000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-Q; filed=2025-11-04
JPMorgan Chase,JPM,2024-12-31,4002814000000,344758000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-K; filed=2026-02-13
JPMorgan Chase,JPM,2025-03-31,4357856000000,351420000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-Q; filed=2026-05-01
JPMorgan Chase,JPM,2025-06-30,4552482000000,356924000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-Q; filed=2025-08-05
JPMorgan Chase,JPM,2025-09-30,4560205000000,360212000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-Q; filed=2025-11-04
JPMorgan Chase,JPM,2025-12-31,4424900000000,362438000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-Q; filed=2026-05-01
JPMorgan Chase,JPM,2026-03-31,4900475000000,364038000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,,form=10-Q; filed=2026-05-01
Mitsubishi UFJ Financial Group,MUFG,2009-03-31,193499417000000,6234895000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000067088.json,,form=20-F; filed=2011-07-28
Mitsubishi UFJ Financial Group,MUFG,2010-03-31,200081462000000,8866918000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000067088.json,,form=20-F; filed=2012-07-23
Mitsubishi UFJ Financial Group,MUFG,2011-03-31,202850243000000,8335699000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000067088.json,,form=20-F; filed=2013-07-22
Mitsubishi UFJ Financial Group,MUFG,2012-03-31,215202514000000,8583158000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000067088.json,,form=20-F; filed=2014-07-18
Mitsubishi UFJ Financial Group,MUFG,2012-09-30,215170476000000,8886520000000,JPY,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000067088.json,,form=6-K; filed=2013-01-18
Mitsubishi UFJ Financial Group,MUFG,2013-03-31,230559276000000,10608795000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000067088.json,,form=20-F; filed=2015-07-27
Mitsubishi UFJ Financial Group,MUFG,2013-09-30,237948092000000,11318231000000,JPY,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000067088.json,,form=6-K; filed=2014-01-22
Mitsubishi UFJ Financial Group,MUFG,2014-03-31,253661077000000,12205040000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000067088.json,,form=20-F; filed=2016-07-15
Mitsubishi UFJ Financial Group,MUFG,2014-09-30,260014355000000,12967812000000,JPY,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000067088.json,,form=6-K; filed=2015-01-22
Mitsubishi UFJ Financial Group,MUFG,2015-03-31,280875706000000,14679065000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000067088.json,,form=20-F; filed=2017-07-14
Mitsubishi UFJ Financial Group,MUFG,2015-09-30,283978815000000,14385236000000,JPY,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000067088.json,,form=6-K; filed=2016-01-29
Mitsubishi UFJ Financial Group,MUFG,2016-03-31,292557355000000,14270625000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000067088.json,,form=20-F; filed=2018-07-12
Mitsubishi UFJ Financial Group,MUFG,2016-09-30,288912990000000,13964064000000,JPY,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000067088.json,,form=6-K; filed=2017-01-30
Mitsubishi UFJ Financial Group,MUFG,2017-03-31,297185019000000,13985532000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000067088.json,,form=20-F; filed=2019-07-10
Mitsubishi UFJ Financial Group,MUFG,2017-09-30,300400980000000,14752184000000,JPY,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000067088.json,,form=6-K; filed=2018-01-17
Mitsubishi UFJ Financial Group,MUFG,2018-03-31,300570312000000,14970182000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000067088.json,,form=20-F; filed=2020-07-10
Mitsubishi UFJ Financial Group,MUFG,2018-09-30,300124250000000,15286133000000,JPY,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000067088.json,,form=6-K; filed=2019-01-11
Mitsubishi UFJ Financial Group,MUFG,2019-03-31,305228899000000,15199548000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000067088.json,,form=20-F; filed=2021-07-09
Mitsubishi UFJ Financial Group,MUFG,2019-09-30,309380106000000,15545265000000,JPY,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000067088.json,,form=6-K; filed=2020-01-27
Mitsubishi UFJ Financial Group,MUFG,2020-03-31,331753283000000,15016487000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000067088.json,,form=20-F; filed=2022-07-08
Mitsubishi UFJ Financial Group,MUFG,2020-09-30,342530687000000,15221155000000,JPY,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000067088.json,,form=6-K; filed=2020-12-29
Mitsubishi UFJ Financial Group,MUFG,2021-03-31,353824625000000,15660949000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000067088.json,,form=20-F; filed=2023-07-24
Mitsubishi UFJ Financial Group,MUFG,2021-09-30,353793109000000,16433238000000,JPY,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000067088.json,,form=6-K; filed=2021-12-27
Mitsubishi UFJ Financial Group,MUFG,2022-03-31,367650018000000,15605068000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000067088.json,,form=20-F; filed=2024-07-30
Mitsubishi UFJ Financial Group,MUFG,2022-09-30,385750916000000,15359331000000,JPY,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000067088.json,,form=6-K; filed=2022-12-27
Mitsubishi UFJ Financial Group,MUFG,2023-03-31,382177876000000,15763346000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000067088.json,,form=20-F; filed=2025-07-07
Mitsubishi UFJ Financial Group,MUFG,2023-09-30,392246703000000,16650388000000,JPY,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000067088.json,,form=6-K; filed=2023-12-26
Mitsubishi UFJ Financial Group,MUFG,2024-03-31,397820570000000,17675737000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000067088.json,,form=20-F; filed=2025-07-07
Mitsubishi UFJ Financial Group,MUFG,2024-09-30,392937755000000,18609869000000,JPY,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000067088.json,,form=6-K; filed=2024-12-26
Mitsubishi UFJ Financial Group,MUFG,2025-03-31,405940211000000,18285486000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000067088.json,,form=20-F; filed=2025-07-07
Mizuho Financial Group,MFG,2011-03-31,161985700000000,3673487000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001335730.json,,form=20-F; filed=2013-07-23
Mizuho Financial Group,MFG,2012-03-31,166361600000000,4470766000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001335730.json,,form=20-F; filed=2014-07-25
Mizuho Financial Group,MFG,2013-03-31,178747000000000,5728120000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001335730.json,,form=20-F; filed=2015-07-23
Mizuho Financial Group,MFG,2014-03-31,175699300000000,6378470000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001335730.json,,form=20-F; filed=2016-07-21
Mizuho Financial Group,MFG,2015-03-31,190114400000000,7930338000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001335730.json,,form=20-F; filed=2017-07-07
Mizuho Financial Group,MFG,2016-03-31,193810151000000,8014551000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001335730.json,,form=20-F; filed=2018-07-03
Mizuho Financial Group,MFG,2016-09-30,196014723000000,8103183000000,JPY,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001335730.json,,form=6-K; filed=2017-01-13
Mizuho Financial Group,MFG,2017-03-31,200456300000000,8261357000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001335730.json,,form=20-F; filed=2019-07-05
Mizuho Financial Group,MFG,2017-09-30,208977063000000,8701600000000,JPY,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001335730.json,,form=6-K; filed=2017-12-28
Mizuho Financial Group,MFG,2018-03-31,204255600000000,8868421000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001335730.json,,form=20-F; filed=2020-07-02
Mizuho Financial Group,MFG,2018-09-30,204178804000000,9042334000000,JPY,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001335730.json,,form=6-K; filed=2018-12-26
Mizuho Financial Group,MFG,2019-03-31,197611200000000,8726519000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001335730.json,,form=20-F; filed=2021-07-02
Mizuho Financial Group,MFG,2019-09-30,201772463000000,8786633000000,JPY,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001335730.json,,form=6-K; filed=2019-12-26
Mizuho Financial Group,MFG,2020-03-31,211218800000000,8512365000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001335730.json,,form=20-F; filed=2022-07-01
Mizuho Financial Group,MFG,2020-09-30,217594620000000,8749976000000,JPY,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001335730.json,,form=6-K; filed=2020-12-28
Mizuho Financial Group,MFG,2021-03-31,221651500000000,9105238000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001335730.json,,form=20-F; filed=2023-06-28
Mizuho Financial Group,MFG,2021-09-30,222769638000000,9348775000000,JPY,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001335730.json,,form=6-K; filed=2021-12-27
Mizuho Financial Group,MFG,2022-03-31,231550700000000,8914212000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001335730.json,,form=20-F; filed=2024-06-26
Mizuho Financial Group,MFG,2022-09-30,250751368000000,8707705000000,JPY,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001335730.json,,form=6-K; filed=2022-12-28
Mizuho Financial Group,MFG,2023-03-31,248780700000000,8915491000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001335730.json,,form=20-F; filed=2025-06-25
Mizuho Financial Group,MFG,2023-09-30,266658254000000,9331361000000,JPY,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001335730.json,,form=6-K; filed=2023-12-27
Mizuho Financial Group,MFG,2024-03-31,272173200000000,9929071000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001335730.json,,form=20-F; filed=2026-06-26
Mizuho Financial Group,MFG,2024-09-30,270806238000000,10369549000000,JPY,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001335730.json,,form=6-K; filed=2024-12-26
Mizuho Financial Group,MFG,2025-03-31,276741152000000,10065015000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001335730.json,,form=20-F; filed=2026-06-26
Mizuho Financial Group,MFG,2025-09-30,281847808000000,10554128000000,JPY,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001335730.json,,form=6-K; filed=2025-12-29
Mizuho Financial Group,MFG,2026-03-31,294895707000000,10859633000000,JPY,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001335730.json,,form=20-F; filed=2026-06-26
Morgan Stanley,MS,2008-11-30,659035000000,50831000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2009-11-09
Morgan Stanley,MS,2008-12-31,676764000000,48753000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-K; filed=2010-02-26
Morgan Stanley,MS,2009-06-30,676957000000,46586000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2009-08-07
Morgan Stanley,MS,2009-09-30,769503000000,46349000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2009-11-09
Morgan Stanley,MS,2009-12-31,771462000000,46688000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-K; filed=2011-02-28
Morgan Stanley,MS,2010-03-31,819719000000,48264000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2010-05-07
Morgan Stanley,MS,2010-06-30,809456000000,51013000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2010-08-09
Morgan Stanley,MS,2010-09-30,841372000000,56876000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2010-11-08
Morgan Stanley,MS,2010-12-31,807698000000,57211000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-K; filed=2012-02-27
Morgan Stanley,MS,2011-03-31,836185000000,58186000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2011-05-09
Morgan Stanley,MS,2011-06-30,830747000000,59707000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2011-08-08
Morgan Stanley,MS,2011-09-30,794939000000,61828000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2011-11-07
Morgan Stanley,MS,2011-12-31,749898000000,62049000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-K; filed=2013-02-26
Morgan Stanley,MS,2012-03-31,781030000000,62324000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2012-05-07
Morgan Stanley,MS,2012-06-30,748517000000,62841000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2012-08-06
Morgan Stanley,MS,2012-09-30,764985000000,61799000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2012-11-06
Morgan Stanley,MS,2012-12-31,780960000000,62109000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-K; filed=2014-02-25
Morgan Stanley,MS,2013-03-31,801383000000,62704000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2013-05-07
Morgan Stanley,MS,2013-06-30,802691000000,63181000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2013-08-02
Morgan Stanley,MS,2013-09-30,832223000000,65128000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2013-11-04
Morgan Stanley,MS,2013-12-31,832702000000,65921000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-K; filed=2015-03-02
Morgan Stanley,MS,2014-03-31,831381000000,67071000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2014-05-06
Morgan Stanley,MS,2014-06-30,826568000000,70755000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2014-08-05
Morgan Stanley,MS,2014-09-30,814511000000,72918000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2014-11-04
Morgan Stanley,MS,2014-12-31,801510000000,70900000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-K; filed=2016-02-23
Morgan Stanley,MS,2015-03-31,829099000000,74162000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2015-05-04
Morgan Stanley,MS,2015-06-30,825755000000,75038000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2015-08-04
Morgan Stanley,MS,2015-09-30,834113000000,75287000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2015-11-03
Morgan Stanley,MS,2015-12-31,787465000000,75182000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-K; filed=2017-02-27
Morgan Stanley,MS,2016-03-31,807497000000,76010000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2016-05-04
