bank,ticker,period_end,total_assets,book_equity,currency,statement_frequency,source_document,source_url,source_page,notes
Morgan Stanley,MS,2016-06-30,828873000000,77116000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2016-08-03
Morgan Stanley,MS,2016-09-30,813891000000,77149000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2016-11-02
Morgan Stanley,MS,2016-12-31,814949000000,76050000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-K; filed=2018-02-27
Morgan Stanley,MS,2017-03-31,832391000000,77924000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2017-05-04
Morgan Stanley,MS,2017-06-30,841016000000,78826000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2017-08-03
Morgan Stanley,MS,2017-09-30,853693000000,78978000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2017-11-03
Morgan Stanley,MS,2017-12-31,851733000000,77391000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-K; filed=2019-02-26
Morgan Stanley,MS,2018-03-31,858495000000,78034000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2018-05-04
Morgan Stanley,MS,2018-06-30,875875000000,79109000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2018-08-03
Morgan Stanley,MS,2018-09-30,865517000000,78703000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2018-11-05
Morgan Stanley,MS,2018-12-31,853531000000,80246000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-K; filed=2020-02-27
Morgan Stanley,MS,2019-03-31,875964000000,80724000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2019-05-03
Morgan Stanley,MS,2019-06-30,891959000000,81724000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2019-08-05
Morgan Stanley,MS,2019-09-30,902604000000,82382000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2019-11-05
Morgan Stanley,MS,2019-12-31,895429000000,81549000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-K; filed=2021-02-26
Morgan Stanley,MS,2020-03-31,947795000000,85860000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2020-05-05
Morgan Stanley,MS,2020-06-30,975363000000,86645000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2020-08-04
Morgan Stanley,MS,2020-09-30,955940000000,88394000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2020-11-03
Morgan Stanley,MS,2020-12-31,1115862000000,101781000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-K; filed=2022-02-24
Morgan Stanley,MS,2021-03-31,1158772000000,106259000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2021-05-03
Morgan Stanley,MS,2021-06-30,1161805000000,106870000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2021-08-02
Morgan Stanley,MS,2021-09-30,1190476000000,105903000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2021-11-03
Morgan Stanley,MS,2021-12-31,1188140000000,105441000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-K; filed=2023-02-24
Morgan Stanley,MS,2022-03-31,1222233000000,102901000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2022-05-04
Morgan Stanley,MS,2022-06-30,1173776000000,101596000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2022-08-05
Morgan Stanley,MS,2022-09-30,1160029000000,101011000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2022-11-03
Morgan Stanley,MS,2022-12-31,1180231000000,100141000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-K; filed=2024-02-22
Morgan Stanley,MS,2023-03-31,1199904000000,100826000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2023-05-02
Morgan Stanley,MS,2023-06-30,1164911000000,100386000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2023-08-03
Morgan Stanley,MS,2023-09-30,1169013000000,99211000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2023-11-03
Morgan Stanley,MS,2023-12-31,1193693000000,99038000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-K; filed=2025-02-21
Morgan Stanley,MS,2024-03-31,1228503000000,99198000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2024-05-03
Morgan Stanley,MS,2024-06-30,1212447000000,100714000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2024-08-05
Morgan Stanley,MS,2024-09-30,1258027000000,103647000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2024-11-04
Morgan Stanley,MS,2024-12-31,1215071000000,104511000000,USD,annual,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-K; filed=2026-02-19
Morgan Stanley,MS,2025-03-31,1300296000000,106812000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2025-05-05
Morgan Stanley,MS,2025-06-30,1353870000000,108184000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2025-08-04
Morgan Stanley,MS,2025-09-30,1364806000000,109962000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2025-11-03
Morgan Stanley,MS,2025-12-31,1420270000000,111632000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2026-05-05
Morgan Stanley,MS,2026-03-31,1581418000000,114286000000,USD,quarterly_or_interim,SEC Company Facts; assets=us-gaap:Assets; equity=us-gaap:StockholdersEquity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,,form=10-Q; filed=2026-05-05
Royal Bank of Canada,RY,2017-10-31,1212853000000,73791000000,CAD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001000275.json,,form=40-F; filed=2018-11-28
Royal Bank of Canada,RY,2018-10-31,1334734000000,79861000000,CAD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001000275.json,,form=40-F; filed=2019-12-04
Royal Bank of Canada,RY,2019-01-31,1366207000000,80626000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001000275.json,,form=6-K; filed=2019-02-22
Royal Bank of Canada,RY,2019-04-30,1378876000000,81921000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001000275.json,,form=6-K; filed=2019-05-23
Royal Bank of Canada,RY,2019-07-31,1406893000000,82354000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001000275.json,,form=6-K; filed=2019-08-21
Royal Bank of Canada,RY,2019-10-31,1428935000000,83518000000,CAD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001000275.json,,form=40-F; filed=2020-12-02
Royal Bank of Canada,RY,2020-01-31,1476304000000,84061000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001000275.json,,form=6-K; filed=2020-02-21
Royal Bank of Canada,RY,2020-04-30,1675682000000,85040000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001000275.json,,form=6-K; filed=2020-05-27
Royal Bank of Canada,RY,2020-07-31,1683134000000,86374000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001000275.json,,form=6-K; filed=2020-08-26
Royal Bank of Canada,RY,2020-10-31,1624548000000,86767000000,CAD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001000275.json,,form=40-F; filed=2021-12-01
Royal Bank of Canada,RY,2021-01-31,1671151000000,90249000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001000275.json,,form=6-K; filed=2021-02-24
Royal Bank of Canada,RY,2021-04-30,1615316000000,92822000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001000275.json,,form=6-K; filed=2021-05-27
Royal Bank of Canada,RY,2021-07-31,1693540000000,96310000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001000275.json,,form=6-K; filed=2021-08-25
Royal Bank of Canada,RY,2021-10-31,1706323000000,98762000000,CAD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001000275.json,,form=40-F; filed=2022-11-30
Royal Bank of Canada,RY,2022-01-31,1752469000000,102008000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001000275.json,,form=6-K; filed=2022-02-24
Royal Bank of Canada,RY,2022-04-30,1848572000000,104405000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001000275.json,,form=6-K; filed=2022-05-26
Royal Bank of Canada,RY,2022-07-31,1842092000000,103998000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001000275.json,,form=6-K; filed=2022-08-24
Royal Bank of Canada,RY,2022-10-31,1917219000000,108175000000,CAD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001000275.json,,form=40-F; filed=2023-11-30
Royal Bank of Canada,RY,2023-01-31,1933019000000,105359000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001000275.json,,form=6-K; filed=2023-03-01
Royal Bank of Canada,RY,2023-04-30,1940302000000,108945000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001000275.json,,form=6-K; filed=2023-05-25
Royal Bank of Canada,RY,2023-07-31,1957734000000,110008000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001000275.json,,form=6-K; filed=2023-08-24
Royal Bank of Canada,RY,2023-10-31,2006531000000,115147000000,CAD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001000275.json,,form=40-F; filed=2024-12-04
Royal Bank of Canada,RY,2024-01-31,1974405000000,116488000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001000275.json,,form=6-K; filed=2024-02-28
Royal Bank of Canada,RY,2024-04-30,2031050000000,121604000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001000275.json,,form=6-K; filed=2024-05-30
Royal Bank of Canada,RY,2024-07-31,2076107000000,124492000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001000275.json,,form=6-K; filed=2024-08-28
Royal Bank of Canada,RY,2024-10-31,2171582000000,127192000000,CAD,annual,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001000275.json,,form=40-F; filed=2025-12-03
Royal Bank of Canada,RY,2025-01-31,2191026000000,133263000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001000275.json,,form=6-K; filed=2025-02-27
Royal Bank of Canada,RY,2025-04-30,2242133000000,132530000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001000275.json,,form=6-K; filed=2025-05-29
Royal Bank of Canada,RY,2025-07-31,2227893000000,135632000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001000275.json,,form=6-K; filed=2025-08-27
Royal Bank of Canada,RY,2025-10-31,2325006000000,139151000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001000275.json,,form=6-K; filed=2026-02-26
Royal Bank of Canada,RY,2026-01-31,2342393000000,139858000000,CAD,quarterly_or_interim,SEC Company Facts; assets=ifrs-full:Assets; equity=ifrs-full:Equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001000275.json,,form=6-K; filed=2026-02-26
Societe Generale,GLE.PA,2024-12-31,1573545000000,70256000000,EUR,annual,Official issuer filing; Societe Generale universal registration document 2026; analysis of consolidated balance sheet,https://investors.societegenerale.com/sites/default/files/documents/2026-03/universal-registration-document-2026.pdf,52,"Values reported in EUR millions; equity is shareholders' equity (IFRS), Group share; converted to units."
Societe Generale,GLE.PA,2025-12-31,1546641000000,70144000000,EUR,annual,Official issuer filing; Societe Generale universal registration document 2026; analysis of consolidated balance sheet,https://investors.societegenerale.com/sites/default/files/documents/2026-03/universal-registration-document-2026.pdf,52,"Values reported in EUR millions; equity is shareholders' equity (IFRS), Group share; converted to units."
Standard Chartered,STAN.L,2023-03-31,820678000000,50011000000,USD,quarterly,Official issuer filing; Standard Chartered PLC full-year 2025 data pack; Balance sheet & capital,https://www.sc.com/en/uploads/sites/66/others/standard-chartered-plc-full-year-2025-data-pack.xlsx,,Values reported in USD millions; converted to units.
Standard Chartered,STAN.L,2023-06-30,838711000000,49681000000,USD,quarterly,Official issuer filing; Standard Chartered PLC full-year 2025 data pack; Balance sheet & capital,https://www.sc.com/en/uploads/sites/66/others/standard-chartered-plc-full-year-2025-data-pack.xlsx,,Values reported in USD millions; converted to units.
Standard Chartered,STAN.L,2023-09-30,825833000000,48356000000,USD,quarterly,Official issuer filing; Standard Chartered PLC full-year 2025 data pack; Balance sheet & capital,https://www.sc.com/en/uploads/sites/66/others/standard-chartered-plc-full-year-2025-data-pack.xlsx,,Values reported in USD millions; converted to units.
Standard Chartered,STAN.L,2023-12-31,822844000000,50353000000,USD,quarterly,Official issuer filing; Standard Chartered PLC full-year 2025 data pack; Balance sheet & capital,https://www.sc.com/en/uploads/sites/66/others/standard-chartered-plc-full-year-2025-data-pack.xlsx,,Values reported in USD millions; converted to units.
